Marxism and Other Western Fallacies : An Islamic Critique,0933782055,9780933782051,4.04
Effective Measurement and Management of IT Costs and Benefits (Computer Weekly Professional Series),0750644206,9780750644204,0.00
The Napoleon of Notting Hill,1600965237,9781600965234,3.89
Culture and Ideology,0941722120,9780941722124,3.62
Fatima Is Fatima,0940368099,9780940368095,3.71
"Circle of Quilters (Elm Creek Quilts, #9)",074326021X,9780743260213,4.04
BUtterfield 8,0812966988,9780812966985,3.60
Miguel Street,0375713875,9780375713873,3.93
In a Free State,1400030552,9781400030552,3.49
V.S. Naipaul's India: A Reflection:  Winner Of The Nobel Prize For Literature,8187471158,9788187471158,4.00
Whale Talk,0440229383,9780440229384,3.95
The Art of James Bama,0553093053,9780553093056,4.85
Cliffs Notes on Austen's Emma,0822004348,9780822004349,0.00
"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",1855496704,9781855496705,4.43
"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",0439988187,9780439988186,4.43
Beneath the Texas Moon,0373229062,9780373229062,3.96
Draw Down the Moon,0373702531,9780373702534,0.00
Hunter's Moon (Harlequin Romance),0373025564,9780373025565,3.04
"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",1855496666,9781855496668,4.43
"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",1855494981,9781855494985,4.43
Infernal Devices,0451149343,9780451149343,3.38
"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",074754204X,9780747542049,4.43
"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",1855496801,9781855496804,4.43
"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",185549860X,9781855498600,4.43
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",1855496836,9781855496835,4.51
Steel Beach,0441785654,9780441785650,3.98
Mammoth,0441012817,9780441012817,3.51
Earth Memory,0572025939,9780572025939,4.00
The Lucid Dreaming Book,1885203667,9781885203663,3.33
"Avalon: The Return of King Arthur (The Pendragon Cycle, #6)",038080297X,9780380802975,3.91
Heidi's Children,0307122212,9780307122216,3.84
"Canterbury Tales (Everyman's Library, #74)",0679409890,9780679409892,3.48
The Wind in the Willows,1400130735,9781400130733,3.97
Notes from Underground,1420926896,9781420926897,4.12
Notes from the Underground & The Gambler,0192836269,9780192836267,4.14
"Picture of Dorian Gray, The (Classic Collection (Brilliance Audio))",1597370061,9781597370066,4.05
The Picture of Dorian Gray,1597370045,9781597370042,4.05
The Picture of Dorian Gray,1417562420,9781417562428,4.05
The Picture Of Dorian Gray,1402521006,9781402521003,4.05
The Picture of Dorian Gray Cassette,0194227405,9780194227407,4.05
"Nausea, The Wall and Other Stories",1567313345,9781567313345,3.90
Tess of the D'Urbervilles - Under the Greenwood Tree - The Well-Beloved,0681005726,9780681005723,4.00
Engineering Drawing and Graphic Technology,0070223475,9780070223479,4.25
"The Gospel According to Jesus: What Does Jesus Mean When He Says ""Follow Me""?",0310394910,0025986394912,4.39
"Death Is a Lonely Business (Crumley Mysteries, #1)",0380789655,9780380789658,3.82
I Sing the Body Electric,0394429850,9780394429854,4.07
"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",0786939532,9780786939534,4.26
"Dandelion Wine (Green Town, #1)",0671037706,9780671037703,4.08
The Golden Apples of the Sun,0380730391,9780380730391,4.09
Home Land: Ranching and a West That Works,1555664008,9781555664008,3.58
The Last Picture Show,0752837214,9780752837215,3.95
The Contender,0064471527,9780064471527,3.59
The Best Underground Fiction: Volume One (The Best Underground Fiction),0977636003,9780977636006,0.00
The Body-Snatchers and Other Stories,1556900651,9781556900655,3.50
"The Outline of History, Volume 2: The Roman Empire to the Great War",0760758670,9780760758670,4.03
Dark Continent: Europe's Twentieth Century,067975704X,9780679757047,3.99
The Complete Robot (Robot #0.3),0586057242,9780586057247,4.33
Mysterious Ancient America: An Investigation into the Enigmas of America's Prehistory,1843335948,9781843335948,3.58
The Long Trip: A Prehistory of Psychedelia,0140195408,9780140195408,4.12
Earth Lights Revelation: UFOs and Mystery Lightform Phenomena - The Earth's Secret Energy Force,0713722096,9780713722093,4.00
UFOs and Ufology: The First 50 Years,0816038007,9780816038008,3.45
The Emperor Of Scent,0099460238,9780099460237,4.14
Big Sur,0140168125,9780140168129,3.86
Hardboiled & Hard Luck,0802142621,9780802142627,3.64
Asleep,0571205372,9780571205370,3.73
Kitchen,0802142443,9780802142443,3.83
Goodbye Tsugumi,0571212794,9780571212798,3.68
Lizard,0571212158,9780571212156,3.64
Villette,0140434798,9780140434798,3.74
N.P.,0571173705,9780571173709,3.56
"Novels and Stories, 1920-1922",1883011841,9781883011840,4.31
"Dear Scott, Dearest Zelda: The Love Letters of F. Scott and Zelda Fitzgerald",0747566011,9780747566014,4.13
This Side of Paradise (Works of F. Scott Fitzgerald),0521402344,9780521402347,3.69
The Brontës: Charlotte and Emily,0897603605,9780897603607,0.00
The Spell,1843911175,9781843911173,3.15
The Green Dwarf: A Tale of the Perfect Tense (Hesperus Classics),1843910489,9781843910480,3.30
Villette,1857150686,9781857150681,3.74
Castle Dor,1844080676,9781844080670,3.27
The Birds and Other Stories,1844080870,9781844080878,4.02
Don't Look Now,0140035907,9780140035902,3.82
Classics of the Macabre,0385243022,9780385243025,4.08
Three Great Novels: Rebecca/The Frenchman's Creek/Jamaica Inn,075285285X,9780752852850,4.55
The House on the Strand,1844080420,9781844080427,3.87
I'll Never Be Young Again,1844080692,9781844080694,3.29
The Parasites,1844080722,9781844080724,3.66
"They Call Me Mad Dog!: A Story for Bitter, Lonely People",0684849429,9780684849423,3.99
Walk Two Moons: Curriculum Unit,1560774525,9781560774525,4.50
"The Giver, Lois Lowry: Curriculum Unit",1560773480,9781560773481,3.69
Stories for Young People: Leo Tolstoy,1402711433,9781402711435,4.29
"Childhood, Adolescence, Youth",5050016754,9785050016751,3.86
